"id_trecho_,N,10,0","vl_br,C,3","sg_uf,C,2","nm_tipo_tr,C,254","sg_tipo_tr,C,1","desc_coinc,C,254","vl_codigo,C,20","ds_local_i,C,254","ds_local_f,C,254","vl_km_inic,N,19,8","vl_km_fina,N,19,8","vl_extensa,N,19,8","ds_sup_fed,C,254","ds_obra,C,3","ul,C,254","ds_coinc,C,254","ds_tipo_ad,C,254","ds_ato_leg,C,254","est_coinc,C,254","sup_est_co,C,254","ds_jurisdi,C,254","ds_superfi,C,254","ds_legenda,C,254","sg_legenda,C,254","leg_multim,C,254","versao_snv,C,15","id_versao,N,10,0","marcador,C,254"
162314,428,PE,Contorno,C,-,428CPE2005,ACESSO NORTE OROCÓ,ACESSO SUL OROCÓ,0,1.9,1.9,PLA,,,428CPE2005,Federal,,,,Federal,PLA,Planejada,PLA,Planejada,202507A,80,|
162315,428,PE,Contorno,C,-,428CPE3005,ACESSO NORTE STA MARIA DA BOA VISTA,ACESSO SUL STA MARIA DA BOA VISTA,0,3.9,3.9,PLA,,,428CPE3005,Federal,,,,Federal,PLA,Planejada,PLA,Planejada,202507A,80,|
156824,429,RO,Eixo Principal,B,-,429BRO0020,ENTR BR-364/429 (ACESSO SUL PRESIDENTE MÉDICI),ENTR RO-135 (P/JI-PARANÁ),0,12,12,PAV,,Ji-Paraná,429BRO0020,Federal,,,,Federal,PAV,Pavimentada,PAV,Pavimentada,202507A,80,|
156825,429,RO,Eixo Principal,B,-,429BRO0031,ENTR RO-135 (P/JI-PARANÁ),INÍCIO PONTE S/RIO SÃO JOSÉ,12,36,24,PAV,,Ji-Paraná,429BRO0031,Federal,,,,Federal,PAV,Pavimentada,PAV,Pavimentada,202507A,80,|
156826,429,RO,Eixo Principal,B,-,429BRO0033,INÍCIO PONTE S/RIO SÃO JOSÉ,ENTR RO-010 (P/URUPÁ),36,41.4,5.4,PAV,,Ji-Paraná,429BRO0033,Federal,,,,Federal,PAV,Pavimentada,PAV,Pavimentada,202507A,80,|
156827,429,RO,Eixo Principal,B,-,429BRO0035,ENTR RO-010 (P/URUPÁ),ENTR RO-473 (ALVORADA DO OESTE),41.4,51.2,9.8,PAV,,Ji-Paraná,429BRO0035,Federal,,,,Federal,PAV,Pavimentada,PAV,Pavimentada,202507A,80,|
156828,429,RO,Eixo Principal,B,-,429BRO0040,ENTR RO-473 (ALVORADA DO OESTE),ENTR RO-010 (P/NOVA BRASILÂNDIA),51.2,63.2,12,PAV,,Ji-Paraná,429BRO0040,Federal,,,,Federal,PAV,Pavimentada,PAV,Pavimentada,202507A,80,|
156834,429,RO,Eixo Principal,B,-,429BRO0050,ENTR RO-010 (P/NOVA BRASILÂNDIA),INÍCIO PONTE S/CÓRREGO TERRA BOA,63.2,78.2,15,PAV,,Ji-Paraná,429BRO0050,Federal,,,,Federal,PAV,Pavimentada,PAV,Pavimentada,202507A,80,|
164770,429,RO,Eixo Principal,B,-,429BRO0060,INÍCIO PONTE S/CÓRREGO TERRA BOA,ENTR RO-481 (SÃO MIGUEL DO GUAPORÉ),78.2,118.3,40.1,PAV,,Ji-Paraná,429BRO0060,Federal,,,,Federal,PAV,Pavimentada,PAV,Pavimentada,202507A,80,|
156845,429,RO,Eixo Principal,B,-,429BRO0070,ENTR RO-481 (SÃO MIGUEL DO GUAPORÉ),FIM PONTE S/RIO BANANEIRAS (SERINGUEIRAS),118.3,155.3,37,PAV,,Ji-Paraná,429BRO0070,Federal,,,,Federal,PAV,Pavimentada,PAV,Pavimentada,202507A,80,|
156850,429,RO,Eixo Principal,B,-,429BRO0090,FIM PONTE S/RIO BANANEIRAS (SERINGUEIRAS),ENTR RO-377 ACESSO PORTO MURTINHO (SÃO FRANCISCO DO GUAPORÉ),155.3,215.1,59.8,PAV,,Ji-Paraná,429BRO0090,Federal,,,,Federal,PAV,Pavimentada,PAV,Pavimentada,202507A,80,|
156858,429,RO,Eixo Principal,B,-,429BRO0095,ENTR RO-377 ACESSO PORTO MURTINHO (SÃO FRANCISCO DO GUAPORÉ),INÍCIO PONTE S/RIO FUXICO,215.1,251.5,36.4,PAV,,Ji-Paraná,429BRO0095,Federal,,,,Federal,PAV,Pavimentada,PAV,Pavimentada,202507A,80,|
164771,429,RO,Eixo Principal,B,-,429BRO0097,INÍCIO PONTE S/RIO FUXICO,RIO SÃO DOMINGOS,251.5,275.2,23.7,PAV,,Ji-Paraná,429BRO0097,Federal,,,,Federal,PAV,Pavimentada,PAV,Pavimentada,202507A,80,|
156859,429,RO,Eixo Principal,B,-,429BRO0100,RIO SÃO DOMINGOS,FRONT BRASIL/BOLIVIA (COSTA MARQUES),275.2,339.1,63.9,PAV,,Ji-Paraná,429BRO0100,Federal,,,,Federal,PAV,Pavimentada,PAV,Pavimentada,202507A,80,|
156876,430,BA,Eixo Principal,B,Coinc,430BBA0010,CONTORNO DE BARREIRAS-ACESSO LESTE,ENTR BA-464 (P/BAIANÓPOLIS),0,37.6,37.6,PAV,,Barreiras,242BBA0300;430BBA0010,Federal,,,,Federal,PAV,Pavimentada,PAV,Pavimentada,202507A,80,|
156877,430,BA,Eixo Principal,B,Coinc,430BBA0030,ENTR BA-464 (P/BAIANÓPOLIS),ENTR BR-242/430,37.6,62.7,25.1,PAV,,Barreiras,242BBA0290;430BBA0030,Federal,,,,Federal,PAV,Pavimentada,PAV,Pavimentada,202507A,80,|
156878,430,BA,Eixo Principal,B,-,430BBA0032,ENTR BR-242/430,BAIANÓPOLIS,62.7,80.7,18,PLA,,,430BBA0032,Estadual,,BA-462,LEN,Estadual,PLA,Planejada,PLA,Leito Natural,202507A,80,|
156879,430,BA,Eixo Principal,B,-,430BBA0034,BAIANÓPOLIS,ENTR BA-464(A),80.7,85.3,4.6,PLA,,,430BBA0034,Estadual,,BA-462,LEN,Estadual,PLA,Planejada,PLA,Leito Natural,202507A,80,|
156880,430,BA,Eixo Principal,B,-,430BBA0050,ENTR BA-464(A),LAGOA CLARA,85.3,132.3,47,PLA,,,430BBA0050,Estadual,,BA-464,LEN,Estadual,PLA,Planejada,PLA,Leito Natural,202507A,80,|
156881,430,BA,Eixo Principal,B,-,430BBA0060,LAGOA CLARA,ENTR BA-172/464 (SANTANA),132.3,194.4,62.1,PLA,,,430BBA0060,Estadual,,BA-464,LEN,Estadual,PLA,Planejada,PLA,Leito Natural,202507A,80,|
156882,430,BA,Eixo Principal,B,-,430BBA0065,ENTR BA-172/464 (SANTANA),ENTR BA-172/576,194.4,200.5,6.1,PLA,,,430BBA0065,Estadual,,BA-172,PAV,Estadual,PLA,Planejada,PLA,Pavimentada,202507A,80,|
156883,430,BA,Eixo Principal,B,-,430BBA0070,ENTR BA-172/576,ENTR BA-576/161 (P/SÍTIO DO MATO),200.5,251.1,50.6,PLA,,,430BBA0070,Estadual,,BA-576,IMP,Estadual,PLA,Planejada,PLA,Implantada,202507A,80,|
156884,430,BA,Eixo Principal,B,-,430BBA0075,ENTR BA-576/161 (P/SÍTIO DO MATO),ENTR BR-349/430/BA-161,251.1,273,21.9,PLA,,,430BBA0075,Estadual,,BA-161,PAV,Estadual,PLA,Planejada,PLA,Pavimentada,202507A,80,|
156885,430,BA,Eixo Principal,B,Coinc,430BBA0090,ENTR BR-349/430/BA-161,INÍCIO PONTE S/ RIO SÃO FRANCISCO,273,283,10,PAV,,Cocos,349BBA0631;430BBA0090,Federal,,,,Federal,PAV,Pavimentada,PAV,Pavimentada,202507A,80,|
156886,430,BA,Eixo Principal,B,Coinc,430BBA0110,INÍCIO PONTE S/ RIO SÃO FRANCISCO,ENTR BR-349/430BA-160 (ACESSO SUDESTE BOM JESUS DA LAPA),283,287.9,4.9,PAV,,Vitória da Conquista,349BBA0630;430BBA0110,Federal,,,,Federal,PAV,Pavimentada,PAV,Pavimentada,202507A,80,|
156887,430,BA,Eixo Principal,B,-,430BBA0120,ENTR BR-349/430BA-160 (ACESSO SUDESTE BOM JESUS DA LAPA),INÍCIO PONTE S/ RIACHO SANTANA (RIACHO DE SANTANA),287.9,348.9,61,PAV,,Vitória da Conquista,430BBA0120,Federal,,,,Federal,PAV,Pavimentada,PAV,Pavimentada,202507A,80,|
156888,430,BA,Eixo Principal,B,-,430BBA0130,INÍCIO PONTE S/ RIACHO SANTANA (RIACHO DE SANTANA),IGAPORÁ,348.9,380.4,31.5,PAV,,Vitória da Conquista,430BBA0130,Federal,,,,Federal,PAV,Pavimentada,PAV,Pavimentada,202507A,80,|
156889,430,BA,Eixo Principal,B,-,430BBA0132,IGAPORÁ,ENTR BA-156 (P/TANQUE NOVO),380.4,387.6,7.2,PAV,,Vitória da Conquista,430BBA0132,Federal,,,,Federal,PAV,Pavimentada,PAV,Pavimentada,202507A,80,|
158864,430,BA,Eixo Principal,B,-,430BBA0140,ENTR BA-156 (P/TANQUE NOVO),ENTR BR-030/122/430 (CAETITÉ),387.6,425.9,38.3,PAV,,Vitória da Conquista,430BBA0140,Federal,,,,Federal,PAV,Pavimentada,PAV,Pavimentada,202507A,80,|
156890,431,RR,Eixo Principal,B,-,431BRR0005,ENTR BR-174/431 (VILA JUNDIÁ),RIO JAUAPERI,0,45.6,45.6,IMP,,Boa Vista,431BRR0005,Federal,,,,Federal,N_PAV,Implantada,IMP,Implantada,202507A,80,|
156891,431,RR,Eixo Principal,B,-,431BRR0050,RIO JAUAPERI,SANTA MARIA DO BOIAÇÚ,45.6,125,79.4,PLA,,,431BRR0050,Federal,,,,Federal,PLA,Planejada,PLA,Planejada,202507A,80,|
156892,432,RR,Eixo Principal,B,-,432BRR0005,ENTR BR-174/210/432 (VILA NOVO PARAÍSO),VILA ITÃ,0,29.9,29.9,IMP,,Boa Vista,432BRR0005,Federal,,,,Federal,N_PAV,Implantada,IMP,Implantada,202507A,80,|
156893,432,RR,Eixo Principal,B,-,432BRR0010,VILA ITÃ,RIO ITÃ,29.9,41.3,11.4,IMP,,Boa Vista,432BRR0010,Federal,,,,Federal,N_PAV,Implantada,IMP,Implantada,202507A,80,|
156894,432,RR,Eixo Principal,B,-,432BRR0015,RIO ITÃ,RIO BARAUNA,41.3,66,24.7,PAV,,Boa Vista,432BRR0015,Federal,,,,Federal,PAV,Pavimentada,PAV,Pavimentada,202507A,80,|
156895,432,RR,Eixo Principal,B,-,432BRR0020,RIO BARAUNA,VILA UNIÃO,66,111,45,PAV,,Boa Vista,432BRR0020,Federal,,,,Federal,PAV,Pavimentada,PAV,Pavimentada,202507A,80,|
156896,432,RR,Eixo Principal,B,-,432BRR0025,VILA UNIÃO,VILA FELIX PINTO,111,117.3,6.3,PAV,,Boa Vista,432BRR0025,Federal,,,,Federal,PAV,Pavimentada,PAV,Pavimentada,202507A,80,|
156897,432,RR,Eixo Principal,B,-,432BRR0040,VILA FELIX PINTO,VILA SANTA RITA,117.3,138.3,21,PAV,,Boa Vista,432BRR0040,Federal,,,,Federal,PAV,Pavimentada,PAV,Pavimentada,202507A,80,|
156898,432,RR,Eixo Principal,B,-,432BRR0050,VILA SANTA RITA,INÍCIO PONTE S/RIO CACHORRO (CANTÁ),138.3,163.9,25.6,PAV,,Boa Vista,432BRR0050,Federal,,,,Federal,PAV,Pavimentada,PAV,Pavimentada,202507A,80,|
156900,432,RR,Eixo Principal,B,-,432BRR0060,INÍCIO PONTE S/RIO CACHORRO (CANTÁ),ENTR RR-461,163.9,169.7,5.8,PAV,,Boa Vista,432BRR0060,Federal,,,,Federal,PAV,Pavimentada,PAV,Pavimentada,202507A,80,|
162458,432,RR,Eixo Principal,B,-,432BRR0062,ENTR RR-461,INÍCIO PONTE S/ RIO QUITAUAU,169.7,181.7,12,PAV,,Boa Vista,432BRR0062,Federal,,,,Federal,PAV,Pavimentada,PAV,Pavimentada,202507A,80,|
156901,432,RR,Eixo Principal,B,-,432BRR0065,INÍCIO PONTE S/ RIO QUITAUAU,ENTR RR-461,181.7,183.7,2,PAV,,Boa Vista,432BRR0065,Federal,,,,Federal,PAV,Pavimentada,PAV,Pavimentada,202507A,80,|
156902,432,RR,Eixo Principal,B,-,432BRR0070,ENTR RR-461,R.RENATO COSTA DE ALMEIDA (CANTÁ),183.7,189.9,6.2,PAV,,Boa Vista,432BRR0070,Federal,,,,Federal,PAV,Pavimentada,PAV,Pavimentada,202507A,80,|
156903,432,RR,Eixo Principal,B,-,432BRR0075,R.RENATO COSTA DE ALMEIDA (CANTÁ),ENTR RR-207,189.9,210.5,20.6,PAV,,Boa Vista,432BRR0075,Federal,,,,Federal,PAV,Pavimentada,PAV,Pavimentada,202507A,80,|
156904,432,RR,Eixo Principal,B,-,432BRR0080,ENTR RR-207,ENTR BR-401/432 (VILA SANTA CECÍLIA),210.5,213,2.5,PAV,,Boa Vista,432BRR0080,Federal,,,,Federal,PAV,Pavimentada,PAV,Pavimentada,202507A,80,|
156905,433,RR,Eixo Principal,B,-,433BRR0010,ENTR BR-401/433/ESTRADA DO LAGO DO CARACARANÃ,COMUNIDADE RAPOSA,0,45.1,45.1,IMP,,Boa Vista,433BRR0010,Federal,,,,Federal,N_PAV,Implantada,IMP,Implantada,202507A,80,|
156906,433,RR,Eixo Principal,B,-,433BRR0030,COMUNIDADE RAPOSA,ENTR RR-319,45.1,65.8,20.7,IMP,,Boa Vista,433BRR0030,Federal,,,,Federal,N_PAV,Implantada,IMP,Implantada,202507A,80,|
156907,433,RR,Eixo Principal,B,-,433BRR0050,ENTR RR-319,ENTR RR-171 (PLACAS),65.8,122.8,57,IMP,,Boa Vista,433BRR0050,Federal,,,,Federal,N_PAV,Implantada,IMP,Implantada,202507A,80,|
156908,433,RR,Eixo Principal,B,-,433BRR0060,ENTR RR-171 (PLACAS),RIO CONTIGO (CONTÃO),122.8,123.7,0.9,IMP,,Boa Vista,433BRR0060,Federal,,,,Federal,N_PAV,Implantada,IMP,Implantada,202507A,80,|
156909,433,RR,Eixo Principal,B,-,433BRR0080,RIO CONTIGO (CONTÃO),RIO SURUMU (VILA SURUMU),123.7,155,31.3,IMP,,Boa Vista,433BRR0080,Federal,,,,Federal,N_PAV,Implantada,IMP,Implantada,202507A,80,|
156910,433,RR,Eixo Principal,B,-,433BRR0100,RIO SURUMU (VILA SURUMU),ENTR BR-174/433 (COMUNIDADE INDÍGENA ENTROCAMENTO),155,180.5,25.5,IMP,,Boa Vista,433BRR0100,Federal,,,,Federal,N_PAV,Implantada,IMP,Implantada,202507A,80,|
158482,434,PB,Acesso,A,-,434APB1005,ACESSO NORTE JOCA CLAUDINO,R.MUNDINHO ANACLETO (JOCA CLAUDINO),0,3.3,3.3,PAV,,Patos,434APB1005,Federal,,,,Federal,PAV,Pavimentada,PAV,Pavimentada,202507A,80,|
156914,434,CE,Eixo Principal,B,-,434BCE0100,DIV PB/CE,ENTR BR-116/404/434/CE-282 (ACESSO LESTE ICÓ),0,38,38,PLA,,,434BCE0100,Federal,,,,Federal,PLA,Planejada,PLA,Planejada,202507A,80,|
156911,434,PB,Eixo Principal,B,-,434BPB0010,ENTR BR-405/434 ( UIRAÚNA),FIM DA TRAVESSIA URBANA DE UIRAÚNA,0,0.5,0.5,PAV,,Patos,434BPB0010,Federal,,,,Federal,PAV,Pavimentada,PAV,Pavimentada,202507A,80,|
157986,434,PB,Eixo Principal,B,-,434BPB0015,FIM DA TRAVESSIA URBANA DE UIRAÚNA,ACESSO NORTE JOCA CLAUDINO,0.5,10.2,9.7,PAV,,Patos,434BPB0015,Federal,,,,Federal,PAV,Pavimentada,PAV,Pavimentada,202507A,80,|
156912,434,PB,Eixo Principal,B,-,434BPB0020,ACESSO NORTE JOCA CLAUDINO,POÇO DANTAS,10.2,19.4,9.2,PAV,,Patos,434BPB0020,Federal,,,,Federal,PAV,Pavimentada,PAV,Pavimentada,202507A,80,|
156913,434,PB,Eixo Principal,B,-,434BPB0030,POÇO DANTAS,DIV PB/CE,19.4,34.4,15,PLA,,,434BPB0030,Federal,,,,Federal,PLA,Planejada,PLA,Planejada,202507A,80,|
164615,434,PB,Contorno,C,-,434CPB1005,ACESSO LESTE AREIAS,ACESSO OESTE AREIAS,0,2,2,PLA,,,434CPB1005,Federal,,,,Federal,PLA,Planejada,PLA,Planejada,202507A,80,|
164616,434,PB,Contorno,C,-,434CPB2005,ACESSO LESTE FAZENDA NOVA,ACESSO NORTE FAZENDA NOVA,0,2,2,PLA,,,434CPB2005,Federal,,,,Federal,PLA,Planejada,PLA,Planejada,202507A,80,|
156916,435,RO,Eixo Principal,B,-,435BRO0030,ENTR BR-364/435,ENTR RO-485 (COLORADO DO OESTE),0,72.1,72.1,PAV,,Pimenta Bueno,435BRO0030,Federal,,,,Federal,PAV,Pavimentada,PAV,Pavimentada,202507A,80,|
156918,435,RO,Eixo Principal,B,-,435BRO0040,ENTR RO-485 (COLORADO DO OESTE),ENTR RO-370(A) (P/CABIXI),72.1,77.9,5.8,PAV,,Pimenta Bueno,435BRO0040,Federal,,,,Federal,PAV,Pavimentada,PAV,Pavimentada,202507A,80,|
156919,435,RO,Eixo Principal,B,-,435BRO0050,ENTR RO-370(A) (P/CABIXI),ENTR RO-487 (CEREJEIRAS),77.9,110,32.1,PAV,,Pimenta Bueno,435BRO0050,Federal,,,,Federal,PAV,Pavimentada,PAV,Pavimentada,202507A,80,|
156920,435,RO,Eixo Principal,B,-,435BRO0060,ENTR RO-487 (CEREJEIRAS),ENTR RO-370(B) (P/CORUMBIARA),110,122.7,12.7,PAV,,Pimenta Bueno,435BRO0060,Federal,,,,Federal,PAV,Pavimentada,PAV,Pavimentada,202507A,80,|
156921,435,RO,Eixo Principal,B,-,435BRO0070,ENTR RO-370(B) (P/CORUMBIARA),ENTR RO-497 (P/CORUMBIARA),122.7,147.7,25,PAV,,Pimenta Bueno,435BRO0070,Federal,,,,Federal,PAV,Pavimentada,PAV,Pavimentada,202507A,80,|
156922,435,RO,Eixo Principal,B,-,435BRO0085,ENTR RO-497 (P/CORUMBIARA),ENTR RO-497 (PIMENTEIRAS DO OESTE),147.7,159.8,12.1,PAV,,Pimenta Bueno,435BRO0085,Federal,,,,Federal,PAV,Pavimentada,PAV,Pavimentada,202507A,80,|
156923,435,RO,Eixo Principal,B,-,435BRO0100,ENTR RO-497 (PIMENTEIRAS DO OESTE),FRONT BRASIL/BOLIVIA (PIMENTEIRAS DO OESTE),159.8,160.9,1.1,PAV,,Pimenta Bueno,435BRO0100,Federal,,,,Federal,PAV,Pavimentada,PAV,Pavimentada,202507A,80,|
156924,436,MS,Eixo Principal,B,-,436BMS0010,ENTR BR-158/436 (APARECIDA DO TABOADO),INÍCIO PONTE RODOFERROVIÁRIA S/RIO PARANÁ,0,14.4,14.4,PAV,,Três Lagoas,436BMS0010,Convênio Adm.Federal/Estadual,,,,Federal,PAV,Pavimentada,PAV,Pavimentada Concessão/Convênio,202507A,80,|
156925,436,MS,Eixo Principal,B,-,436BMS0020,INÍCIO PONTE RODOFERROVIÁRIA S/RIO PARANÁ,DIV MS/SP (FIM PONTE RODOFERROVIÁRIA S/RIO PARANÁ),14.4,18.1,3.7,DUP,,Três Lagoas,436BMS0020,Convênio Adm.Federal/Estadual,,,,Federal,PAV,Duplicada,DUP,Duplicada Concessão/Convênio,202507A,80,|
156927,437,CE,Eixo Principal,B,-,437BCE0020,DIV RN/CE,ENTR BR-116/437,0,48.5,48.5,IMP,,Russas,437BCE0020,Federal,,,,Federal,N_PAV,Implantada,IMP,Implantada,202507A,80,|
156926,437,RN,Eixo Principal,B,-,437BRN0010,ENTR BR-405/437 (JUCURÍ),DIV RN/CE,0,32,32,IMP,,Mossoró,437BRN0010,Federal,,,,Federal,N_PAV,Implantada,IMP,Implantada,202507A,80,|
161009,438,RS,Eixo Principal,B,-,438BRS0010,ENTR BR-285/438/RS-110 (BOM JESUS),DIV RS/SC,0,36,36,PLA,,,438BRS0010,Federal,,,,Federal,PLA,Planejada,PLA,Planejada,202507A,80,|
161010,438,SC,Eixo Principal,B,-,438BSC0030,DIV RS/SC,SÃO JOAQUIM,0,71,71,PLA,,,438BSC0030,Federal,,,,Federal,PLA,Planejada,PLA,Planejada,202507A,80,|
161011,438,SC,Eixo Principal,B,-,438BSC0050,SÃO JOAQUIM,URUBICI,71,131,60,PLA,,,438BSC0050,Federal,,,,Federal,PLA,Planejada,PLA,Planejada,202507A,80,|
161012,438,SC,Eixo Principal,B,-,438BSC0070,URUBICI,ENTR BR-282/438/486 (BOM RETIRO),131,161,30,PLA,,,438BSC0070,Federal,,,,Federal,PLA,Planejada,PLA,Planejada,202507A,80,|
156931,439,BA,Eixo Principal,B,-,439BBA0050,DIV ES/BA (ACESSO NORTE TAQUARAS),TRÊS CORAÇÕES (TAQUARINHA),0,16.7,16.7,PLA,,,439BBA0050,Federal,,,,Federal,PLA,Planejada,PLA,Planejada,202507A,80,|
156932,439,BA,Eixo Principal,B,-,439BBA0080,TRÊS CORAÇÕES (TAQUARINHA),DIV BA/MG,16.7,20,3.3,PLA,,,439BBA0080,Federal,,,,Federal,PLA,Planejada,PLA,Planejada,202507A,80,|
156928,439,ES,Eixo Principal,B,-,439BES0010,ENTR BR-101/439/ES-209 (PEDRO CANÁRIO),ENTR ES-209 (CRISTAL DO NORTE),0,33.9,33.9,PLA,,,439BES0010,Estadual,,ES-209,PAV,Estadual,PLA,Planejada,PLA,Pavimentada,202507A,80,|
156929,439,ES,Eixo Principal,B,-,439BES0020,ENTR ES-209 (CRISTAL DO NORTE),TAQUARAS,33.9,41.1,7.2,PLA,,,439BES0020,Estadual,,ES-410,LEN,Estadual,PLA,Planejada,PLA,Leito Natural,202507A,80,|
156930,439,ES,Eixo Principal,B,-,439BES0030,TAQUARAS,DIV ES/BA (ACESSO NORTE TAQUARAS),41.1,42.2,1.1,PLA,,,439BES0030,Estadual,,ES-410,LEN,Estadual,PLA,Planejada,PLA,Leito Natural,202507A,80,|
156933,439,MG,Eixo Principal,B,-,439BMG0100,DIV BA/MG,ENTR BR-418/439 (ACESSO LESTE NANUQUE),0,16,16,PLA,,,439BMG0100,Federal,,,,Federal,PLA,Planejada,PLA,Planejada,202507A,80,|
156934,440,MG,Eixo Principal,B,-,440BMG0005,ENTR BR-040 (JUIZ DE FORA),INÍCIO DA DUPLICAÇÃO,0,0.5,0.5,PLA,,,440BMG0005,Municipal,,Alienado,LEN,Municipal,PLA,Planejada,PLA,Leito Natural,202507A,80,|
162345,440,MG,Eixo Principal,B,-,440BMG0010,INÍCIO DA DUPLICAÇÃO,FIM DA DUPLICAÇÃO,0.5,3.9,3.4,PLA,,,440BMG0010,Municipal,,Alienado,DUP,Municipal,PLA,Planejada,PLA,Duplicada,202507A,80,|
162346,440,MG,Eixo Principal,B,-,440BMG0015,FIM DA DUPLICAÇÃO,FIM DA IMPLANTAÇÃO,3.9,5.5,1.6,PLA,,,440BMG0015,Municipal,,Alienado,PAV,Municipal,PLA,Planejada,PLA,Pavimentada,202507A,80,|
159881,440,MG,Eixo Principal,B,-,440BMG0020,FIM DA IMPLANTAÇÃO,ENTR BR-267/440/MG-353 (JUIZ DE FORA),5.5,9,3.5,PLA,,,440BMG0020,Federal,,,,Federal,PLA,Planejada,PLA,Planejada,202507A,80,|
162479,441,PA,Eixo Principal,B,-,441BPA0100,REDENÇÃO,DIV PA/TO,0,100,100,PLA,,,441BPA0100,Federal,,,,Federal,PLA,Planejada,PLA,Planejada,202507A,80,|
162480,441,TO,Eixo Principal,B,-,441BTO0200,DIV PA/TO,GOIATINS,0,200,200,PLA,,,441BTO0200,Federal,,,,Federal,PLA,Planejada,PLA,Planejada,202507A,80,|
156935,447,ES,Eixo Principal,B,-,447BES0010,ENTR BR-262,ENTR ROD. LESTE/OESTE,0,4.3,4.3,LEN,EOI,Vitória,447BES0010,Federal,,,,Federal,N_PAV,Em obra de Implantação,EOI,Leito Natural,202507A,80,|
162311,447,ES,Eixo Principal,B,-,447BES0015,ENTR ROD. LESTE/OESTE,ENTR ES-060 (ROD DARLY SANTOS),4.3,10.8,6.5,PLA,,,447BES0015,Estadual,,ES-471,DUP,Estadual,PLA,Planejada,PLA,Duplicada,202507A,80,|
156936,447,ES,Eixo Principal,B,-,447BES0020,ENTR ES-060 (ROD DARLY SANTOS),ENTR ROD CARLOS LINDEMBERG,10.8,13.9,3.1,PLA,,,447BES0020,Estadual,,ES-060,DUP,Estadual,PLA,Planejada,PLA,Duplicada,202507A,80,|
156937,447,ES,Eixo Principal,B,-,447BES0030,ENTR ROD CARLOS LINDEMBERG,INÍCIO PONTE S/ RIO ARIBIRI,13.9,15.7,1.8,PAV,,Vitória,447BES0030,Federal,,,,Federal,PAV,Pavimentada,PAV,Pavimentada,202507A,80,|
162190,447,ES,Eixo Principal,B,-,447BES0035,INÍCIO PONTE S/ RIO ARIBIRI,FIM PONTE S/ RIO ARIBIRI,15.7,15.8,0.1,PAV,,Vitória,447BES0035,Federal,,,,Federal,PAV,Pavimentada,PAV,Pavimentada,202507A,80,|
156938,447,ES,Eixo Principal,B,-,447BES0040,FIM PONTE S/ RIO ARIBIRI,TERMINAL DE CAPUABA,15.8,16.3,0.5,PLA,,,447BES0040,Estadual,,ES-447,PAV,Estadual,PLA,Planejada,PLA,Pavimentada,202507A,80,|
156939,448,RS,Eixo Principal,B,-,448BRS0010,ENTR BR-116/448/RS-118 (SAPUCAIA DO SUL),INÍCIO DA CONCESSÃO,0,0.6,0.6,DUP,,São Leopoldo,448BRS0010,Federal,,,,Federal,PAV,Duplicada,DUP,Duplicada,202507A,80,|
162019,448,RS,Eixo Principal,B,-,448BRS0012,INÍCIO DA CONCESSÃO,ENTR BR-116/448 (CONTORNO NORTE RMA PORTO ALEGRE),0.6,6.8,6.2,DUP,,São Leopoldo,448BRS0012,Concessão Federal,,,,Federal,PAV,Duplicada,DUP,Duplicada Concessão/Convênio,202507A,80,|
158823,448,RS,Eixo Principal,B,Coinc,448BRS0015,ENTR BR-116/448 (CONTORNO NORTE RMA PORTO ALEGRE),ENTR BR-116/386/448,6.8,9.7,2.9,DUP,,São Leopoldo,116CRS1012;448BRS0015,Concessão Federal,,,,Federal,PAV,Duplicada,DUP,Duplicada Concessão/Convênio,202507A,80,|
156940,448,RS,Eixo Principal,B,Coinc,448BRS0020,ENTR BR-116/386/448,ENTR BR-116/290/448,9.7,22.3,12.6,DUP,,São Leopoldo,116CRS1015;448BRS0020,Concessão Federal,,,,Federal,PAV,Duplicada,DUP,Duplicada Concessão/Convênio,202507A,80,|
156941,450,DF,Eixo Principal,B,-,450BDF0010,ENTR BR-010/020/030/450/DF-001 (BRASÍLIA),ENTR DF-007 (GRANJA DO TORTO),0,5.2,5.2,PLA,,,450BDF0010,Distrital,,DF-003,DUP,Distrital,PLA,Planejada,PLA,Duplicada,202507A,80,|
156942,450,DF,Eixo Principal,B,-,450BDF0030,ENTR DF-007 (GRANJA DO TORTO),ENTR DF-009 (ACESSO AO PARQUE DE EXPOSIÇÕES),5.2,6.7,1.5,PLA,,,450BDF0030,Distrital,,DF-003,DUP,Distrital,PLA,Planejada,PLA,Duplicada,202507A,80,|
156943,450,DF,Eixo Principal,B,-,450BDF0050,ENTR DF-009 (ACESSO AO PARQUE DE EXPOSIÇÕES),ACESSO À ASA NORTE,6.7,8.6,1.9,PLA,,,450BDF0050,Distrital,,DF-003,DUP,Distrital,PLA,Planejada,PLA,Duplicada,202507A,80,|
156944,450,DF,Eixo Principal,B,-,450BDF0070,ACESSO À ASA NORTE,ACESSO AO SETOR DE ARMAZENAMENTO,8.6,10.9,2.3,PLA,,,450BDF0070,Distrital,,DF-003,DUP,Distrital,PLA,Planejada,PLA,Duplicada,202507A,80,|
