rodovia_br,uf,tipo_trecho,desc_coinc,cod,inicio ,fim ,km_inicial,km_final,extensao,superf_federal,obras,fed_coinc,administracao,ato_legal,estad_coinc,superf_estad_coinc,jurisdicao,superficie,unidade_local
349,SE,Eixo Principal,Coinc,349BSE0260,ENTR SE-270 (P/ CAUEIRA),ENTR BR-101/349/SE-270 (P/ SALGADO),135.2,140.6,5.4,DUP,,101BSE1280;349BSE0260,Federal,,,,Federal,PAV,Aracaju
349,SE,Eixo Principal,-,349BSE0270,ENTR BR-101/349/SE-270 (P/ SALGADO),ACESSO LESTE SALGADO,140.6,150.7,10.1,PLA,,349BSE0270,Estadual,,SE-270,PAV,Estadual,PLA,
349,SE,Eixo Principal,-,349BSE0280,ACESSO LESTE SALGADO,ENTR SE-160,150.7,162.9,12.2,PLA,,349BSE0280,Federal,,,,Federal,PLA,
349,SE,Eixo Principal,-,349BSE0290,ENTR SE-160,ENTR SE-170 (P/RIACHÃO DO DANTAS),162.9,185.7,22.8,PLA,,349BSE0290,Federal,,,,Federal,PLA,
349,SE,Eixo Principal,-,349BSE0300,ENTR SE-170 (P/RIACHÃO DO DANTAS),ACESSO LESTE POVOADO TANQUE NOVO,185.7,194.6,8.9,PLA,,349BSE0300,Estadual,,SE-170,PAV,Estadual,PLA,
349,SE,Eixo Principal,-,349BSE0310,ACESSO LESTE POVOADO TANQUE NOVO,ACESSO OESTE POVOADO TANQUE NOVO,194.6,196.6,2,PLA,,349BSE0310,Federal,,,,Federal,PLA,
349,SE,Eixo Principal,-,349BSE0315,ACESSO OESTE POVOADO TANQUE NOVO,ACESSO LESTE POVOADO SAQUINHO (P/ITABAIANINHA),196.6,199.3,2.7,PLA,,349BSE0315,Estadual,,SE-170,PAV,Estadual,PLA,
349,SE,Eixo Principal,-,349BSE0320,ACESSO LESTE POVOADO SAQUINHO (P/ITABAIANINHA),ACESSO OESTE POVOADO SAQUINHO,199.3,200.9,1.6,PLA,,349BSE0320,Federal,,,,Federal,PLA,
349,SE,Eixo Principal,-,349BSE0325,ACESSO OESTE POVOADO SAQUINHO,ENTR SE-490,200.9,205.1,4.2,PLA,,349BSE0325,Estadual,,SE-170,PAV,Estadual,PLA,
349,SE,Eixo Principal,-,349BSE0330,ENTR SE-490,ACESSO LESTE TOBIAS BARRETO,205.1,212.3,7.2,PLA,,349BSE0330,Estadual,,SE-170,PAV,Estadual,PLA,
349,SE,Eixo Principal,-,349BSE0335,ACESSO LESTE TOBIAS BARRETO,ENTR SE-290(A) (ACESSO NORTE TOBIAS BARRETO),212.3,218.3,6,PLA,,349BSE0335,Federal,,,,Federal,PLA,
349,SE,Eixo Principal,-,349BSE0340,ENTR SE-290(A) (ACESSO NORTE TOBIAS BARRETO),DIV SE/BA,218.3,221,2.7,PLA,,349BSE0340,Federal,,,,Federal,PLA,
349,BA,Contorno,-,349CBA1005,ENTR BR-349,ENTR BR-349/430 (ACESSO OESTE BOM JESUS DA LAPA),0,7.8,7.8,PLA,,349CBA1005,Federal,,,,Federal,PLA,
349,BA,Contorno,-,349CBA2005,ACESSO LESTE STA MARIA DA VITÓRIA,ACESSO OESTE STA MARIA DA VITÓRIA,0,11.2,11.2,PLA,,349CBA2005,Federal,,,,Federal,PLA,
349,BA,Contorno,-,349CBA3005,ENTR BR-349,ENTR BR-349,0,0.8,0.8,PLA,,349CBA3005,Federal,,,,Federal,PLA,
349,BA,Contorno,-,349CBA4005,ACESSO SUL CORRENTINA,ENTR BR-135/349,0,1.6,1.6,PLA,,349CBA4005,Federal,,,,Federal,PLA,
349,BA,Contorno,Coinc,349CBA4010,ENTR BR-135/349,ENTR BR-135/349 (ACESSO SUDOESTE CORRENTINA),1.6,6.7,5.1,PLA,,135BBA0605;349CBA4010,Federal,,,,Federal,PLA,
349,AL,Travessia Urbana,-,349UAL1005,ENTR ESTRADA DO PONTAL,ENTR ROD.RADIALISTA VALMARI VILELA,0,7.5,7.5,PLA,,349UAL1005,Estadual,,AL-101,PAV,Estadual,PLA,
349,AL,Travessia Urbana,-,349UAL2005,R.MARECHAL DUTRA (ACESSO LESTE PINDORAMA),ACESSO OESTE PINDORAMA,0,7.1,7.1,PLA,,349UAL2005,Estadual,,AL-105,PAV,Estadual,PLA,
349,AL,Travessia Urbana,-,349UAL3005,ACESSO LESTE POVOADO MANIBU,ACESSO SUDOESTE POVOADO MANIBU,0,2.2,2.2,PLA,,349UAL3005,Estadual,,AL-105,PAV,Estadual,PLA,
361,PB,Eixo Principal,-,361BPB0010,ENTR BR-110/230/361 (PATOS),INÍCIO DUPLICAÇÃO TRAVESSIA URBANA (PATOS),0,2.1,2.1,PAV,,361BPB0010,Federal,,,,Federal,PAV,Patos
361,PB,Eixo Principal,-,361BPB0012,INÍCIO DUPLICAÇÃO TRAVESSIA URBANA (PATOS),FIM DUPLICAÇÃO TRAVESSIA URBANA (PATOS),2.1,3.5,1.4,DUP,,361BPB0012,Federal,,,,Federal,PAV,Patos
361,PB,Eixo Principal,-,361BPB0014,FIM DUPLICAÇÃO TRAVESSIA URBANA (PATOS),ENTR PB-312 (P/EMAS),3.5,54.4,50.9,PAV,,361BPB0014,Federal,,,,Federal,PAV,Patos
361,PB,Eixo Principal,-,361BPB0015,ENTR PB-312 (P/EMAS),ACESSO OLHO D'ÁGUA,54.4,63.8,9.4,PAV,,361BPB0015,Federal,,,,Federal,PAV,Patos
361,PB,Eixo Principal,-,361BPB0020,ACESSO OLHO D'ÁGUA,ENTR BR-361/426 (PIANCÓ),63.8,84.7,20.9,PAV,,361BPB0020,Federal,,,,Federal,PAV,Patos
361,PB,Eixo Principal,-,361BPB0030,ENTR BR-361/426 (PIANCÓ),ENTR BR-361/426/PB-342,84.7,89.7,5,PAV,,361BPB0030;426BPB0040,Federal,,,,Federal,PAV,Patos
361,PB,Eixo Principal,-,361BPB0035,ENTR BR-361/426/PB-342,ENTR PB-364 (P/AGUIAR),89.7,94.6,4.9,PAV,,361BPB0035,Federal,,,,Federal,PAV,Patos
361,PB,Eixo Principal,-,361BPB0040,ENTR PB-364 (P/AGUIAR),ACESSO NORTE ITAPORANGA,94.6,113,18.4,PAV,,361BPB0040,Federal,,,,Federal,PAV,Patos
361,PB,Eixo Principal,-,361BPB0050,ACESSO NORTE ITAPORANGA,AV.ANGÉLICA SOARES (BOA VENTURA),113,131.1,18.1,PLA,,361BPB0050,Estadual,,PB-386,PAV,Estadual,PLA,
361,PB,Eixo Principal,-,361BPB0055,AV.ANGÉLICA SOARES (BOA VENTURA),ENTR PB-370 (P/CURRAL VELHO),131.1,135.2,4.1,PLA,,361BPB0055,Estadual,,PB-386,PAV,Estadual,PLA,
361,PB,Eixo Principal,-,361BPB0060,ENTR PB-370 (P/CURRAL VELHO),R. ANTONIO VICENTE (DIAMANTE),135.2,137.2,2,PLA,,361BPB0060,Estadual,,PB-386,PAV,Estadual,PLA,
361,PB,Eixo Principal,-,361BPB0070,R. ANTONIO VICENTE (DIAMANTE),ENTR PB-306 (P/SANTANA DE MANGUEIRA),137.2,149.2,12,PLA,,361BPB0070,Estadual,,PB-386,PAV,Estadual,PLA,
361,PB,Eixo Principal,-,361BPB0080,ENTR PB-306 (P/SANTANA DE MANGUEIRA),R. OSÓRIO PINTO RAMALHO (IBIARA),149.2,156.2,7,PLA,,361BPB0080,Estadual,,PB-386,PAV,Estadual,PLA,
361,PB,Eixo Principal,-,361BPB0090,R. OSÓRIO PINTO RAMALHO (IBIARA),ENTR PB-400 (CONCEIÇÃO),156.2,169.3,13.1,PLA,,361BPB0090,Estadual,,PB-386,PAV,Estadual,PLA,
361,PB,Eixo Principal,-,361BPB0110,ENTR PB-400 (CONCEIÇÃO),R.MANOEL PEREIRA CAMPOS (STA INÊS),169.3,182,12.7,PLA,,361BPB0110,Estadual,,PB-400,PAV,Estadual,PLA,
361,PB,Eixo Principal,-,361BPB0120,R.MANOEL PEREIRA CAMPOS (STA INÊS),ENTR PB-400 (DIV PB/PE),182,194.3,12.3,PLA,,361BPB0120,Estadual,,PB-400,PAV,Estadual,PLA,
361,PE,Eixo Principal,-,361BPE0130,ENTR PB-400 (DIV PB/PE),ENTR PE-414 (P/SERRA TALHADA),0,8,8,PLA,,361BPE0130,Federal,,,,Federal,PLA,
361,PE,Eixo Principal,-,361BPE0150,ENTR PE-414 (P/SERRA TALHADA),ENTR PE-430 (P/SÃO JOSÉ DO BELMONTE),8,41,33,PLA,,361BPE0150,Federal,,,,Federal,PLA,
361,PE,Eixo Principal,-,361BPE0170,ENTR PE-430 (P/SÃO JOSÉ DO BELMONTE),ENTR PE-450 (VERDEJANTE),41,55,14,PLA,,361BPE0170,Federal,,,,Federal,PLA,
361,PE,Eixo Principal,-,361BPE0175,ENTR PE-450 (VERDEJANTE),ENTR BR-116/232/361 (SALGUEIRO),55,67,12,PLA,,361BPE0175,Federal,,,,Federal,PLA,
361,PB,Contorno,-,361CPB1005,ACESSO LESTE STA TERESINHA,ACESSO OESTE STA TERESINHA,0,3.4,3.4,PLA,,361CPB1005,Federal,,,,Federal,PLA,
361,PB,Contorno,-,361CPB2005,ACESSO NORTE CATINGUEIRA,ACESSO SUL CATINGUEIRA,0,2.5,2.5,PLA,,361CPB2005,Federal,,,,Federal,PLA,
361,PB,Contorno,-,361CPB3005,ACESSO LESTE PIANCÓ,ACESSO OESTE PIANCÓ,0,6.5,6.5,PLA,,361CPB3005,Federal,,,,Federal,PLA,
361,PB,Contorno,-,361CPB4005,ACESSO LESTE ITAPORANGA,ACESSO SUL ITAPORANGA,0,4,4,PLA,,361CPB4005,Federal,,,,Federal,PLA,
363,PE,Eixo Principal,-,363BPE0010,BAIA DE SANTO ANTÔNIO,BAÍA DE SUESTE,0,6.8,6.8,PAV,,363BPE0010,Federal,,,,Federal,PAV,Recife
363,PE,Eixo Principal,-,363BPE0030,BAÍA DE SUESTE,ALTO BANDEIRA,6.8,13.6,6.8,PLA,,363BPE0030,Federal,,,,Federal,PLA,
367,BA,Eixo Principal,-,367BBA0010,ENTR BA-001/INÍCIO PONTE S/RIO YAYA (SANTA CRUZ DE CABRÁLIA),TREVO DO CABRAL (PORTO SEGURO),0,21.6,21.6,PAV,,367BBA0010,Federal,,,,Federal,PAV,Eunápolis
367,BA,Eixo Principal,-,367BBA0020,TREVO DO CABRAL (PORTO SEGURO),ENTR BA-001 (P/TRANCOSO),21.6,49.2,27.6,PAV,,367BBA0020,Federal,,,,Federal,PAV,Eunápolis
367,BA,Eixo Principal,-,367BBA0025,ENTR BA-001 (P/TRANCOSO),ENTR BR-101/367 (EUNÁPOLIS) (P/ PORTO SEGURO),49.2,84.2,35,PAV,,367BBA0025,Federal,,,,Federal,PAV,Eunápolis
367,BA,Eixo Principal,Coinc,367BBA0030,ENTR BR-101/367 (EUNÁPOLIS) (P/ PORTO SEGURO),ENTR BA-985 (MUNDO NOVO),84.2,99.1,14.9,PAV,,101BBA1914;367BBA0030,Federal,,,,Federal,PAV,Eunápolis
367,BA,Eixo Principal,Coinc,367BBA0040,ENTR BA-985 (MUNDO NOVO),ENTR BR-101/367/BA-275 (ITAGIMIRIM),99.1,122,22.9,PAV,,101BBA1912;367BBA0040,Federal,,,,Federal,PAV,Eunápolis
367,BA,Eixo Principal,-,367BBA0050,ENTR BR-101/367/BA-275 (ITAGIMIRIM),R.DA BAHIA (SALTO DA DIVISA - DIV BA/MG),122,164,42,PAV,,367BBA0050,Federal,,,,Federal,PAV,Eunápolis
402,MA,Acesso,-,402AMA1005,ACESSO P/SOBRADINHO,ENTR MA-225 (SOBRADINHO),0,3.8,3.8,PAV,,402AMA1005,Federal,,,,Federal,PAV,Pedrinhas
402,CE,Eixo Principal,-,402BCE0220,ENTR CE-085 (ACESSO SUL CHAVAL) (DIV PI/CE),CHAVAL,0,4.5,4.5,PLA,,402BCE0220,Estadual,,CE-085,PAV,Estadual,PLA,
402,CE,Eixo Principal,-,402BCE0230,CHAVAL,ENTR CE-187 (BARROQUINHA),4.5,16.6,12.1,PLA,,402BCE0230,Estadual,,CE-085,PAV,Estadual,PLA,
402,CE,Eixo Principal,-,402BCE0240,ENTR CE-187 (BARROQUINHA),CAMOCIM,16.6,52.5,35.9,PLA,,402BCE0240,Estadual,,CE-085,PAV,Estadual,PLA,
402,CE,Eixo Principal,-,402BCE0250,CAMOCIM,ENTR CE-216/362 (A)/311/364 (GRANJA),52.5,75.3,22.8,PLA,,402BCE0250,Estadual,,CE-085,PAV,Estadual,PLA,
402,CE,Eixo Principal,-,402BCE0270,ENTR CE-216/362 (A)/311/364 (GRANJA),ENTR CE-362 (B) (P/ PARAZINHO),75.3,77.4,2.1,PLA,,402BCE0270,Estadual,,CE-085,PAV,Estadual,PLA,
402,CE,Eixo Principal,-,402BCE0275,ENTR CE-362 (B) (P/ PARAZINHO),ENTR ESTR VICINAL (P/ LOCALIDADE LEITE),77.4,149.2,71.8,PLA,,402BCE0275,Federal,,,,Federal,PLA,
402,CE,Eixo Principal,-,402BCE0280,ENTR ESTR VICINAL (P/ LOCALIDADE LEITE),ENTR CE-179/319 (MARCO),149.2,175.7,26.5,LEN,,402BCE0280,Federal,,,,Federal,N_PAV,Sobral
402,CE,Eixo Principal,-,402BCE0290,ENTR CE-179/319 (MARCO),ENTR BR-402/403 (ACESSO LESTE MARCO),175.7,183.2,7.5,PAV,,402BCE0290,Federal,,,,Federal,PAV,Sobral
402,CE,Eixo Principal,-,402BCE0310,ENTR BR-402/403 (ACESSO LESTE MARCO),ENTR BR-402/403 ACESSO OESTE BOM PRINCÍPIO),183.2,194.1,10.9,PAV,,402BCE0310;403BCE0040,Federal,,,,Federal,PAV,Sobral
402,CE,Eixo Principal,-,402BCE0330,ENTR BR-402/403 ACESSO OESTE BOM PRINCÍPIO),ENTR CE-434 (NASCENTE),194.1,214.9,20.8,PAV,,402BCE0330,Federal,,,,Federal,PAV,Sobral
402,CE,Eixo Principal,-,402BCE0340,ENTR CE-434 (NASCENTE),ENTR CE-176 (AMONTADA),214.9,229.7,14.8,PAV,,402BCE0340,Federal,,,,Federal,PAV,Sobral
402,CE,Eixo Principal,-,402BCE0345,ENTR CE-176 (AMONTADA),INÍCIO DA DUPLICAÇÃO,229.7,258.7,29,PAV,,402BCE0345,Federal,,,,Federal,PAV,Sobral
402,CE,Eixo Principal,-,402BCE0348,INÍCIO DA DUPLICAÇÃO,ENTR CE-168 (ITAPIPOCA - FIM DA DUPLICAÇÃO),258.7,261.6,2.9,DUP,,402BCE0348,Federal,,,,Federal,PAV,Sobral
402,CE,Eixo Principal,-,402BCE0350,ENTR CE-168 (ITAPIPOCA - FIM DA DUPLICAÇÃO),FIM DO TRECHO URBANO,261.6,264,2.4,PAV,,402BCE0350,Federal,,,,Federal,PAV,Sobral
402,CE,Eixo Principal,-,402BCE0355,FIM DO TRECHO URBANO,ENTR CE-243 (VARJOTA),264,293,29,PAV,,402BCE0355,Federal,,,,Federal,PAV,Sobral
402,CE,Eixo Principal,-,402BCE0360,ENTR CE-243 (VARJOTA),R. MAJOR ADELINO (ACESSO OESTE UMIRIM),293,301.7,8.7,PAV,,402BCE0360,Federal,,,,Federal,PAV,Sobral
402,CE,Eixo Principal,-,402BCE0370,R. MAJOR ADELINO (ACESSO OESTE UMIRIM),ENTR BR-222/402 (ACESSO OESTE UMIRIM),301.7,302.7,1,PAV,,402BCE0370,Federal,,,,Federal,PAV,Sobral
402,MA,Eixo Principal,-,402BMA0012,ENTR BR-135/402 (BACABEIRA),ENTR MA-020 (MORROS),0,38.2,38.2,PAV,,402BMA0012,Federal,Decisão Judicial,,,Federal,PAV,Pedrinhas
402,MA,Eixo Principal,-,402BMA0022,ENTR MA-020 (MORROS),ENTR MA-402,38.2,48.3,10.1,PAV,,402BMA0022,Federal,Decisão Judicial,,,Federal,PAV,Pedrinhas
402,MA,Eixo Principal,-,402BMA0042,ENTR MA-402,ACESSO SUL POVOADO JABURU,48.3,66.3,18,PAV,,402BMA0042,Federal,Decisão Judicial,,,Federal,PAV,Pedrinhas
402,MA,Eixo Principal,-,402BMA0052,ACESSO SUL POVOADO JABURU,ACESSO NORTE POVOADO JABURU,66.3,68.1,1.8,PAV,,402BMA0052,Federal,Decisão Judicial,,,Federal,PAV,Pedrinhas
402,MA,Eixo Principal,-,402BMA0062,ACESSO NORTE POVOADO JABURU,ENTR MA-311 (P/HUMBERTO DE CAMPOS),68.1,103.2,35.1,PAV,,402BMA0062,Federal,Decisão Judicial,,,Federal,PAV,Pedrinhas
402,MA,Eixo Principal,-,402BMA0075,ENTR MA-311 (P/HUMBERTO DE CAMPOS),RIO DAS PEDRAS (P/STO.AMARO DO MARANHÃO),103.2,138,34.8,PAV,,402BMA0075,Federal,,,,Federal,PAV,Pedrinhas
402,MA,Eixo Principal,-,402BMA0082,RIO DAS PEDRAS (P/STO.AMARO DO MARANHÃO),ACESSO P/SOBRADINHO,138,175.9,37.9,PAV,,402BMA0082,Federal,,,,Federal,PAV,Pedrinhas
402,MA,Eixo Principal,-,402BMA0092,ACESSO P/SOBRADINHO,RIACHO PASSAGEM DO CANTO,175.9,192.6,16.7,PLA,,402BMA0092,Federal,,,,Federal,PLA,
402,MA,Eixo Principal,-,402BMA0102,RIACHO PASSAGEM DO CANTO,ENTR MA-034 (P/BARRO DURO),192.6,253.3,60.7,PLA,,402BMA0102,Federal,,,,Federal,PLA,
402,MA,Eixo Principal,-,402BMA0112,ENTR MA-034 (P/BARRO DURO),ENTR MA-345,253.3,277.6,24.3,PLA,,402BMA0112,Federal,,,,Federal,PLA,
402,MA,Eixo Principal,-,402BMA0122,ENTR MA-345,ENTR MA-345 (P/NOVO HORIZONTE),277.6,280,2.4,PLA,,402BMA0122,Estadual,,MA-345,PAV,Estadual,PLA,
402,MA,Eixo Principal,-,402BMA0132,ENTR MA-345 (P/NOVO HORIZONTE),ENTR MA-345,280,282.8,2.8,PLA,,402BMA0132,Federal,,,,Federal,PLA,
402,MA,Eixo Principal,-,402BMA0142,ENTR MA-345,ACESSO OESTE PLACA,282.8,286.5,3.7,PLA,,402BMA0142,Estadual,,MA-345,PAV,Estadual,PLA,
402,MA,Eixo Principal,-,402BMA0152,ACESSO OESTE PLACA,ENTR MA-345 (P/ARAIOSES),286.5,287.8,1.3,PLA,,402BMA0152,Federal,,,,Federal,PLA,
402,MA,Eixo Principal,-,402BMA0162,ENTR MA-345 (P/ARAIOSES),ENTR MA-346 (ACESSO LESTE PLACA),287.8,289.4,1.6,PLA,,402BMA0162,Federal,,,,Federal,PLA,
402,MA,Eixo Principal,-,402BMA0166,ENTR MA-346 (ACESSO LESTE PLACA),ACESSO POVOADO PIRANGI(ARAIOSES),289.4,299.5,10.1,PLA,,402BMA0166,Estadual,,MA-346,PAV,Estadual,PLA,
402,MA,Eixo Principal,-,402BMA0168,ACESSO POVOADO PIRANGI(ARAIOSES),INÍCIO PONTES/RIO PARNAÍBA (DIV MA/PI),299.5,302.2,2.7,PLA,,402BMA0168,Federal,,,,Federal,PLA,
402,PI,Eixo Principal,-,402BPI0170,INÍCIO PONTES/RIO PARNAÍBA (DIV MA/PI),ENTR BR-343/402,0,14.1,14.1,PAV,,402BPI0170,Federal,,,,Federal,PAV,Piripiri
402,PI,Eixo Principal,Coinc,402BPI0175,ENTR BR-343/402,AV.JOSÉ DE MORAIS CORREIA (PARNAÍBA),14.1,32.2,18.1,PAV,,343BPI0030;402BPI0175,Federal,,,,Federal,PAV,Piripiri
402,PI,Eixo Principal,Coinc,402BPI0180,AV.JOSÉ DE MORAIS CORREIA (PARNAÍBA),ENTR BR-343/402 (PARNAÍBA),32.2,33.4,1.2,DUP,,343BPI0028;402BPI0180,Federal,,,,Federal,PAV,Piripiri
402,PI,Eixo Principal,-,402BPI0190,ENTR BR-343/402 (PARNAÍBA),ENTR PI-116 (CAMURUPIM DE CIMA),33.4,76.9,43.5,PAV,,402BPI0190,Federal,,,,Federal,PAV,Piripiri
402,PI,Eixo Principal,-,402BPI0210,ENTR PI-116 (CAMURUPIM DE CIMA),ENTR CE-085 (ACESSO SUL CHAVAL) (DIV PI/CE),76.9,99.6,22.7,PAV,,402BPI0210,Federal,,,,Federal,PAV,Piripiri
402,CE,Contorno,-,402CCE1005,ACESSO OESTE ITAPIPOCA,ENTR CE-168,0,6,6,PLA,,402CCE1005,Federal,,,,Federal,PLA,
402,CE,Contorno,-,402CCE1010,ENTR CE-168,ACESSO LESTE ITAPIPOCA,6,9.3,3.3,PLA,,402CCE1010,Federal,,,,Federal,PLA,
402,MA,Contorno,-,402CMA1005,ACESSO SUL POVOADO JABURU,ACESSO NORTE POVOADO JABURU,0,1.8,1.8,PLA,,402CMA1005,Federal,,,,Federal,PLA,
403,CE,Acesso,-,403ACE1005,ACESSO SUL ACARAÚ (P/ CRUZ),CRUZ,0,6.7,6.7,PAV,,403ACE1005,Federal,,,,Federal,PAV,Sobral
403,CE,Eixo Principal,-,403BCE0010,ENTR CE-085 (ACARAÚ),ACESSO SUL ACARAÚ (P/ CRUZ),0,2.5,2.5,PAV,,403BCE0010,Federal,,,,Federal,PAV,Sobral
403,CE,Eixo Principal,-,403BCE0025,ACESSO SUL ACARAÚ (P/ CRUZ),ENTR BR-402/403 (ACESSO LESTE MARCO),2.5,28.2,25.7,PAV,,403BCE0025,Federal,,,,Federal,PAV,Sobral
403,CE,Eixo Principal,Coinc,403BCE0040,ENTR BR-402/403 (ACESSO LESTE MARCO),ENTR BR-402/403 ACESSO OESTE BOM PRINCÍPIO),28.2,39.1,10.9,PAV,,402BCE0310;403BCE0040,Federal,,,,Federal,PAV,Sobral
403,CE,Eixo Principal,-,403BCE0045,ENTR BR-402/403 ACESSO OESTE BOM PRINCÍPIO),ENTR CE-354 (MORRINHOS),39.1,43,3.9,PLA,,403BCE0045,Estadual,,CE-178,PAV,Estadual,PLA,
403,CE,Eixo Principal,-,403BCE0050,ENTR CE-354 (MORRINHOS),ENTR CE-232 (SANTANA DO ACARAÚ),43,71.7,28.7,PLA,,403BCE0050,Estadual,,CE-178,PAV,Estadual,PLA,
403,CE,Eixo Principal,-,403BCE0055,ENTR CE-232 (SANTANA DO ACARAÚ),ENTR CE-240 (P/PATRIARCA),71.7,90.5,18.8,PLA,,403BCE0055,Estadual,,CE-178,PAV,Estadual,PLA,
403,CE,Eixo Principal,-,403BCE0057,ENTR CE-240 (P/PATRIARCA),ENTR BR-222/403/CE-178,90.5,105.3,14.8,PLA,,403BCE0057,Estadual,,CE-178,PAV,Estadual,PLA,
403,CE,Eixo Principal,Coinc,403BCE0060,ENTR BR-222/403/CE-178,ENTR CE-179/AV. SEN. FERNANDES TÁVORA (SOBRAL),105.3,106.9,1.6,PAV,,222BCE0160;403BCE0060,Federal,,,,Federal,PAV,Sobral
403,CE,Eixo Principal,Coinc,403BCE0065,ENTR CE-179/AV. SEN. FERNANDES TÁVORA (SOBRAL),AV. SEN. JOSÉ ERMÍRIO DE MORAES (SOBRAL),106.9,112.7,5.8,PAV,,222BCE0170;403BCE0065,Federal,,,,Federal,PAV,Sobral
403,CE,Eixo Principal,Coinc,403BCE0070,AV. SEN. JOSÉ ERMÍRIO DE MORAES (SOBRAL),ENTR BR-222/403/CE-183,112.7,124.7,12,PAV,,222BCE0190;403BCE0070,Federal,,,,Federal,PAV,Sobral
403,CE,Eixo Principal,-,403BCE0075,ENTR BR-222/403/CE-183,ENTR CE-253 (CARIRÉ),124.7,149.5,24.8,PAV,,403BCE0075,Federal,,,,Federal,PAV,Sobral
403,CE,Eixo Principal,-,403BCE0090,ENTR CE-253 (CARIRÉ),ENTR CE-366 (VARJOTA),149.5,177.9,28.4,PLA,,403BCE0090,Estadual,,CE-183,PAV,Estadual,PLA,
403,CE,Eixo Principal,-,403BCE0091,ENTR CE-366 (VARJOTA),ENTR CE-366,177.9,182.7,4.8,PLA,,403BCE0091,Estadual,,CE-366,PAV,Estadual,PLA,
403,CE,Eixo Principal,-,403BCE0110,ENTR CE-366,ENTR CE-187/329 (IPÚ),182.7,211.3,28.6,PLA,,403BCE0110,Estadual,,CE-329,PAV,Estadual,PLA,
403,CE,Eixo Principal,-,403BCE0130,ENTR CE-187/329 (IPÚ),ENTR CE-257 (P/HIDROLÂNDIA),211.3,219.1,7.8,PLA,,403BCE0130,Estadual,,CE-187,PAV,Estadual,PLA,
403,CE,Eixo Principal,-,403BCE0135,ENTR CE-257 (P/HIDROLÂNDIA),ENTR CE-257 (IPUEIRAS),219.1,235.5,16.4,PLA,,403BCE0135,Estadual,,CE-187,PAV,Estadual,PLA,
403,CE,Eixo Principal,-,403BCE0150,ENTR CE-257 (IPUEIRAS),ENTR CE-265 (NOVA RUSSAS),235.5,265.8,30.3,PLA,,403BCE0150,Estadual,,CE-187,PAV,Estadual,PLA,
403,CE,Eixo Principal,-,403BCE0170,ENTR CE-265 (NOVA RUSSAS),ENTR CE-266 (SUCESSO),265.8,292.5,26.7,PLA,,403BCE0170,Estadual,,CE-187,PAV,Estadual,PLA,
403,CE,Eixo Principal,-,403BCE0190,ENTR CE-266 (SUCESSO),ENTR BR-404/403 (CRATEÚS),292.5,325.9,33.4,PLA,,403BCE0190,Estadual,,CE-187,PAV,Estadual,PLA,
403,CE,Eixo Principal,-,403BCE0200,ENTR BR-404/403 (CRATEÚS),ENTR BR-226/403/404/CE-187 (CRATEÚS),325.9,328.3,2.4,PAV,,403BCE0200;404BCE0100,Federal,,,,Federal,PAV,Boa Viagem
404,CE,Eixo Principal,-,404BCE0050,DIV PI/CE,ENTR CE-192/265 (PORANGA),0,41.2,41.2,IMP,,404BCE0050,Federal,,,,Federal,N_PAV,Boa Viagem
404,CE,Eixo Principal,-,404BCE0070,ENTR CE-192/265 (PORANGA),AV. RAIMUNDO EVARISTO (IPAPORANGA),41.2,73.2,32,PLA,,404BCE0070,Federal,,,,Federal,PLA,
404,CE,Eixo Principal,-,404BCE0090,AV. RAIMUNDO EVARISTO (IPAPORANGA),ENTR BR-404/403 (CRATEÚS),73.2,106.7,33.5,PAV,,404BCE0090,Federal,,,,Federal,PAV,Boa Viagem
404,CE,Eixo Principal,Coinc,404BCE0100,ENTR BR-404/403 (CRATEÚS),ENTR BR-226/403/404/CE-187 (CRATEÚS),106.7,109.1,2.4,PAV,,403BCE0200;404BCE0100,Federal,,,,Federal,PAV,Boa Viagem
404,CE,Eixo Principal,-,404BCE0110,ENTR BR-226/403/404/CE-187 (CRATEÚS),NOVO ORIENTE,109.1,154.4,45.3,PLA,,404BCE0110,Estadual,,CE-187,PAV,Estadual,PLA,
404,CE,Eixo Principal,-,404BCE0120,NOVO ORIENTE,ENTR CE-351 (P/QUITERIANÓPOLIS),154.4,188.8,34.4,PLA,,404BCE0120,Estadual,,CE-187,PAV,Estadual,PLA,
404,CE,Eixo Principal,-,404BCE0125,ENTR CE-351 (P/QUITERIANÓPOLIS),ENTR BR-020/404/CE-176 (TAUÁ),188.8,247,58.2,PLA,,404BCE0125,Estadual,,CE-187,PAV,Estadual,PLA,
404,CE,Eixo Principal,-,404BCE0130,ENTR BR-020/404/CE-176 (TAUÁ),ENTR CE-169/277 (CATARINA),247,297,50,PLA,,404BCE0130,Federal,,,,Federal,PLA,
404,CE,Eixo Principal,-,404BCE0140,ENTR CE-169/277 (CATARINA),ENTR BR-122/404/CE-375 (IGUATÚ),297,372,75,PLA,,404BCE0140,Federal,,,,Federal,PLA,
404,CE,Eixo Principal,Coinc,404BCE0145,ENTR BR-122/404/CE-375 (IGUATÚ),ENTR BR-122/404/CE-060/282 (ACESSO LESTE IGUATU),372,376.2,4.2,PLA,,122BCE0150;404BCE0145,Estadual,,CE-060,PAV,Estadual,PLA,
